name,jif,jif5Years,fiveYearJifQuartile,jifWithoutSelfCites,immediacyIndex
ARCHIVES OF PHYTOPATHOLOGY AND PLANT PROTECTION,1.0,,N/A,1.0,0.2
Clinical Case Studies,1.0,1.0,Q4,0.8,0.1
International Journal of Automotive And Mechanical Engineering,1.0,1.1,N/A,0.9,0.2
International Journal of Sport Finance,1.0,1.1,Q4,0.8,0.3
Journal of Applied Fluid Mechanics,1.0,1.1,Q4,0.8,0.4
JOURNAL OF CARBOHYDRATE CHEMISTRY,1.0,1.1,Q4,1.0,0.3
Journal of Medical Ethics and History of Medicine,1.0,1.5,N/A,1.0,0.1
Revista Brasileira de Anestesiologia,1.0,1.1,Q4,1.0,
South African Journal of Psychiatry,1.0,1.5,Q4,0.9,0.2
EURO Journal on Decision Processes,1.0,1.3,N/A,0.9,0.9
EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,1.0,1.0,Q4,0.9,0.3
Ingenieria e Investigacion,1.0,1.0,Q4,1.0,0.2
International Journal of Emerging Electric Power Systems,1.0,0.9,N/A,0.9,<0.1
JCPSP-Journal of the College of Physicians and Surgeons Pakistan,1.0,1.0,Q4,1.0,0.1
Journal of Engineering Research,1.0,0.9,Q4,0.9,0.3
Journal of Radiology Case Reports,1.0,1.2,N/A,1.0,0.1
KOREAN JOURNAL OF PLANT TAXONOMY,1.0,,N/A,0.6,0.2
Magazine of Civil Engineering,1.0,1.0,N/A,0.8,0.1
Revista Electronica de Investigacion Educativa,1.0,1.3,N/A,1.0,0.1
Acta Metallurgica Slovaca,1.0,0.7,N/A,0.7,0.3
African Journal of Reproductive Health,1.0,1.4,Q4,0.9,0.1
ASTRONOMY REPORTS,1.0,1.0,Q4,0.8,0.2
IEEJ Transactions on Electrical and Electronic Engineering,1.0,0.9,Q4,0.9,0.2
International Journal of Business Data Communications and Networking,1.0,0.7,N/A,1.0,
MAPAN-Journal of Metrology Society of India,1.0,0.9,Q4,0.8,0.3
Northern Clinics of Istanbul,1.0,1.2,N/A,1.0,0.1
Property Management,1.0,1.2,N/A,0.8,0.2
Research and Reviews in Parkinsonism,1.0,2.0,N/A,1.0,3.0
Revista Iberoamericana de Diagnostico y Evaluacion-e Avaliacao Psicologica,1.0,1.0,Q4,0.6,0.2
Tribology Online,1.0,1.0,N/A,0.9,0.1
YONAGO ACTA MEDICA,1.0,1.3,Q4,1.0,0.1
BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,1.0,1.1,Q4,1.0,0.3
Current Issues in Personality Psychology,1.0,0.9,N/A,0.9,0.7
CURRENT SCIENCE,1.0,1.1,Q3,0.9,0.3
International Journal of Intelligent Unmanned Systems,1.0,1.3,N/A,1.0,0.2
International Journal of Knowledge and Systems Science,1.0,0.8,N/A,0.9,<0.1
Journal of Pediatric Neuropsychology,1.0,,N/A,1.0,<0.1
MYCOTAXON,1.0,0.8,Q4,0.9,0.1
POLYMER SCIENCE SERIES A,1.0,1.0,Q4,1.0,0.3
Research Journal of Pharmacognosy,1.0,1.1,N/A,0.8,0.2
Revista Espanola de Orientacion y Psicopedagogia,1.0,1.0,N/A,0.5,0.3
Acta Endocrinologica-Bucharest,1.0,1.2,Q4,0.8,<0.1
Acta Reumatologica Portuguesa,1.0,1.5,Q4,1.0,
Asian Academy of Management Journal,1.0,1.3,N/A,1.0,0.3
Case Reports in Immunology,1.0,1.2,N/A,1.0,<0.1
European Journal of Industrial Engineering,1.0,1.7,Q4,0.8,1.3
Foundations and Trends in Marketing,1.0,1.7,N/A,0.7,0.2
Journal of Community Hospital Internal Medicine Perspectives,1.0,1.1,N/A,1.0,
Journal of Mental Health Training Education and Practice,1.0,1.2,N/A,1.0,0.4
Laser & Optoelectronics Progress,1.0,,N/A,0.5,0.1
Nonlinear Optics Quantum Optics-Concepts in Modern Optics,1.0,0.9,N/A,0.7,0.2
Pesquisa Agropecuaria Tropical,1.0,,N/A,0.8,0.1
tm-Technisches Messen,1.0,0.7,Q4,0.8,0.2
ACTA PHYSICA SINICA,1.0,0.8,Q4,0.7,0.2
Aging Medicine and Healthcare,1.0,0.8,N/A,0.8,0.2
Applied Computing Review,1.0,1.2,N/A,0.6,0.4
BIO-MEDICAL MATERIALS AND ENGINEERING,1.0,1.5,Q4,1.0,0.5
Clinical Journal of Gastroenterology,1.0,1.3,N/A,1.0,0.3
Clinical Medicine Insights-Case Reports,1.0,0.8,N/A,1.0,0.1
Czech Polar Reports,1.0,,N/A,0.9,0.1
Dyna,1.0,0.7,Q4,0.9,0.3
Ethics Policy & Environment,1.0,1.2,N/A,0.9,0.3
European Heart Journal-Case Reports,1.0,0.9,N/A,0.9,0.3
Foods and Raw Materials,1.0,0.9,N/A,0.8,0.2
International Journal of Acoustics and Vibration,1.0,0.8,Q4,0.9,0.1
ISRAEL JOURNAL OF PLANT SCIENCES,1.0,1.1,Q4,1.0,0.2
Journal of Advances in Information Technology,1.0,,N/A,0.8,0.2
Journal of Micro and Nano-Manufacturing,1.0,1.3,N/A,1.0,0.2
POWDER METALLURGY AND METAL CERAMICS,1.0,0.9,Q4,0.8,0.2
RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY,1.0,0.9,Q4,0.9,0.2
Theory of Computing,1.0,1.3,Q3,0.9,<0.1
Water Resources,1.0,0.9,Q4,0.8,0.1
Advances in Laboratory Medicine-Avances en Medicina de Laboratorio,1.0,1.0,N/A,1.0,0.3
INDIAN JOURNAL OF CANCER,1.0,1.2,Q4,1.0,0.3
JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,1.0,0.9,Q3,0.9,0.1
Membrane and Water Treatment,1.0,1.1,Q4,0.7,0.1
PATTERN RECOGNITION AND IMAGE ANALYSIS,1.0,,N/A,0.8,0.1
Progress in Electromagnetics Research M,1.0,0.7,N/A,0.9,0.3
Romanian Journal of Morphology and Embryology,1.0,1.3,Q4,0.8,0.1
Rural Extension and Innovation Systems Journal,1.0,0.4,N/A,1.0,<0.1
SAE International Journal of Fuels and Lubricants,1.0,1.3,N/A,0.9,0.4
Anales del Sistema Sanitario De Navarra,1.0,0.8,Q4,0.7,0.5
AT-Automatisierungstechnik,1.0,0.9,Q4,0.9,0.2
Bulletin of Glaciological Research,1.0,0.7,N/A,0.8,1.0
CURRENT HIV RESEARCH,1.0,1.1,Q4,0.9,0.1
CYTOLOGIA,1.0,0.6,Q4,0.4,0.2
Deturope-The Central European journal of Regional Development and Tourism,1.0,0.8,N/A,0.5,0.4
International Journal of Air-Conditioning and Refrigeration,1.0,1.0,N/A,0.9,0.3
International Journal of Healthcare Technology and Management,1.0,0.8,N/A,0.9,<0.1
Journal of Ovonic Research,1.0,1.1,Q4,0.8,0.4
Journal of Structural Fire Engineering,1.0,1.2,N/A,0.9,0.3
JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,1.0,1.1,Q4,1.0,0.2
Sciences in Cold and Arid Regions,1.0,0.9,N/A,1.0,0.2
Smart and Sustainable Manufacturing Systems,1.0,1.4,N/A,1.0,0.6
Applied Computer Systems,1.0,0.9,N/A,0.9,<0.1
Chalcogenide Letters,1.0,0.8,Q4,0.8,0.2
CLINICAL NEUROPHARMACOLOGY,1.0,1.2,Q4,0.9,0.3
Dusunen Adam-Journal of Psychiatry and Neurological Sciences,1.0,1.0,N/A,1.0,<0.1
GetMobile-Mobile Computing & Communications Review,1.0,1.3,N/A,1.0,0.2
Hormone Molecular Biology and Clinical Investigation,1.0,1.9,N/A,1.0,0.2
International Journal of Environment and Sustainable Development,1.0,1.1,N/A,0.9,0.3
International Journal of Renewable Energy Research,1.0,1.2,N/A,0.9,0.2
Journal of Business Analytics,1.0,2.0,N/A,0.9,0.5
Journal of Cultural Heritage Management and Sustainable Development,1.0,1.2,N/A,0.9,0.2
Journal of Vibroengineering,1.0,1.0,N/A,1.0,0.3
MIKROBIYOLOJI BULTENI,1.0,0.8,Q4,0.8,0.2
PROCESS SAFETY PROGRESS,1.0,1.1,Q4,0.9,0.4
Promet-Traffic & Transportation,1.0,1.1,Q4,0.8,0.1
REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA,1.0,2.1,Q3,0.9,0.2
South African Family Practice,1.0,1.1,N/A,0.8,0.3
Archives of Rehabilitation,1.0,0.6,N/A,1.0,0.2
Blood Science,1.0,1.2,N/A,1.0,0.3
Civil Engineering Infrastructures Journal-CEIJ,1.0,0.9,N/A,0.4,<0.1
European Journal of Sustainable Development,1.0,0.8,N/A,0.9,0.1
Functional Foods in Health and Disease,1.0,1.2,N/A,0.8,0.2
International Journal of Business and Society,1.0,1.1,N/A,0.9,0.2
International Journal of Innovative Computing Information and Control,1.0,0.8,N/A,0.8,0.3
Polish Journal of Chemical Technology,1.0,1.3,Q4,0.9,0.1
ACM SIGecom Exchanges,1.0,1.1,N/A,1.0,0.2
Advanced Biomedical Engineering,1.0,0.8,N/A,0.9,0.3
"Annals of the University Dunarea de Jos of Galati, Fascicle VI-Food Technology",1.0,0.9,N/A,1.0,<0.1
Estudios Fronterizos,1.0,0.9,N/A,0.9,<0.1
HEMOGLOBIN,1.0,0.9,Q4,0.9,0.2
Iranian Journal of Psychiatry and Behavioral Sciences,1.0,0.8,N/A,0.9,0.1
Theoretical and Experimental Chemistry,1.0,0.9,Q4,0.9,0.1
Clinical Advances in Hematology & Oncology,1.0,1.0,N/A,1.0,0.4
Engenharia Agricola,1.0,1.0,Q4,0.8,0.2
HIGH TEMPERATURE,1.0,0.8,Q4,0.6,0.1
International Journal of Business Performance Management,1.0,0.9,N/A,0.9,0.5
Iranian Journal of Materials Science and Engineering,1.0,0.8,N/A,0.9,0.1
Journal of Sustainable Mining,1.0,,N/A,0.9,0.1
Materials Science-Medziagotyra,1.0,0.8,Q4,0.9,0.2
TENSIDE SURFACTANTS DETERGENTS,1.0,1.0,Q4,0.9,0.5
Anales de Documentacion,1.0,0.6,N/A,1.0,0.2
Journal of Cutaneous Immunology and Allergy,1.0,0.9,N/A,0.9,0.3
JOURNAL OF PHARMACY TECHNOLOGY,1.0,1.0,N/A,1.0,0.1
Macedonian Journal of Chemistry and Chemical engineering,1.0,1.0,Q4,0.8,0.2
Minerva Biotechnology and Biomolecular Research,1.0,1.0,Q4,0.7,0.1
Nordic Concrete Research,1.0,0.7,N/A,0.8,0.1
CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE,1.0,0.6,Q4,0.8,0.3
LCGC EUROPE,1.0,0.8,Q4,0.4,0.4
Revista Iberoamericana de Psicologia del Ejercicio y el Deporte,1.0,1.1,N/A,0.5,0.2
Intelligent Decision Technologies-Netherlands,1.0,1.2,N/A,0.9,0.1
Journal of Chinese Human Resources Management,1.0,1.6,N/A,1.0,<0.1
JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY,1.0,0.7,Q4,0.9,0.1
China Nonprofit Review,1.0,0.5,N/A,1.0,<0.1
ARCHAEOLOGY,1.0,0.8,N/A,1.0,<0.1
AMERICAN BOOK REVIEW,1.0,1.3,N/A,1.0,<0.1
ARCHAEOLOGY IN OCEANIA,0.9,0.9,Q3,0.9,0.3
NARRATIVE,0.9,1.0,N/A,0.9,0.1
JOURNAL OF ROMAN STUDIES,0.9,1.0,N/A,0.7,0.1
NEW LITERARY HISTORY,0.9,0.8,N/A,0.8,<0.1
Twentieth Century British History,0.9,1.3,N/A,0.9,0.2
Heritage and Society,0.9,,N/A,0.9,<0.1
Modern Intellectual History,0.9,0.7,N/A,0.8,0.3
JOURNAL OF WORLD HISTORY,0.9,1.0,N/A,0.9,<0.1
Asian Studies-Azijske Studije,0.9,0.6,N/A,0.3,0.4
Senses & Society,0.9,1.2,N/A,0.9,0.3
South East Asia Research,0.9,0.8,N/A,0.9,0.1
Journal of Medical Humanities,0.9,0.9,N/A,0.8,0.2
SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES,0.9,1.0,Q1,0.8,0.1
MONIST,0.9,1.2,N/A,0.8,0.9
MEDICAL PROBLEMS OF PERFORMING ARTISTS,0.9,1.4,Q4,0.7,0.1
Historical Social Research-Historische Sozialforschung,0.9,0.8,N/A,0.9,1.6
British Journal of Middle Eastern Studies,0.9,1.0,Q3,0.8,<0.1
PHILOSOPHICAL QUARTERLY,0.9,1.2,N/A,0.9,0.2
Journal of British Cinema and Television,0.9,0.5,N/A,0.8,0.1
Journal of Islamic Studies,0.9,1.1,N/A,0.8,0.2
ERKENNTNIS,0.9,0.9,N/A,0.8,0.2
Art Design & Communication in Higher Education,0.9,0.8,N/A,0.9,
BULLETIN OF THE COUNCIL FOR RESEARCH IN MUSIC EDUCATION,0.9,0.9,N/A,0.8,0.3
CANADIAN JOURNAL OF PHILOSOPHY,0.9,1.2,N/A,0.8,1.0
Review of Religion and Chinese Society,0.9,,N/A,0.6,0.2
PACIFIC PHILOSOPHICAL QUARTERLY,0.9,0.9,N/A,0.9,0.3
REHABILITATION,0.9,0.8,Q4,0.8,0.1
TEMENOS,0.9,0.6,N/A,0.8,0.1
History & Memory,0.9,0.8,N/A,0.8,0.1
JOURNAL OF THE AMERICAN ACADEMY OF RELIGION,0.9,0.9,N/A,0.8,0.2
Journal of the History of Economic Thought,0.9,0.7,Q2,0.7,0.5
Journal of Mathematical Logic,0.9,1.2,Q1,0.8,0.2
SLAVIC REVIEW,0.9,1.0,Q3,0.9,0.4
MODERN LAW REVIEW,0.9,1.3,Q3,0.9,0.3
Russian Journal of Linguistics,0.9,1.0,N/A,0.6,0.4
Journal of Chinese Religions,0.9,,N/A,0.8,1.0
EUROPEAN JOURNAL OF PHILOSOPHY,0.9,0.9,N/A,0.8,0.2
INTERNATIONAL JOURNAL FOR PHILOSOPHY OF RELIGION,0.9,0.8,N/A,0.9,0.3
Novye Issledovaniya Tuvy-New Research of Tuva,0.9,,N/A,0.1,0.8
SOCIAL COMPASS,0.9,1.0,Q4,0.8,0.3
Netherlands International Law Review,0.9,0.9,N/A,0.8,0.5
MODERN ASIAN STUDIES,0.9,1.1,Q3,0.8,0.2
NOTRE DAME LAW REVIEW,0.9,1.2,Q3,0.8,0.5
Utilitas,0.9,1.0,N/A,0.8,0.1
International Journal of Taiwan Studies,0.9,0.8,N/A,0.6,0.3
Lege Artis-Language Yesterday Today Tomorrow,0.9,1.1,N/A,0.2,0.2
RUSSIAN MATHEMATICAL SURVEYS,0.9,1.2,Q2,0.9,0.2
Journal of the Institute of Mathematics of Jussieu,0.9,1.1,Q2,0.9,0.7
Anuario De Psicologia Juridica,0.9,1.0,Q3,0.8,0.1
Philosophies,0.9,0.8,N/A,0.8,0.3
VIAL-Vigo International Journal of Applied Linguistics,0.9,1.0,Q3,0.8,0.4
Melbourne University Law Review,0.9,1.1,Q3,0.8,0.2
Japan Architectural Review,0.9,0.9,N/A,0.8,0.2
Journal of Logical and Algebraic Methods in Programming,0.9,0.9,Q1,0.7,0.2
Tunisian Journal of Mathematics,0.9,1.0,N/A,0.9,0.2
AFRICAN STUDIES,0.9,0.9,Q3,0.9,0.3
Communications in Mathematics and Statistics,0.9,3.0,Q1,0.9,0.1
ASIAN SURVEY,0.9,0.8,Q3,0.7,0.2
Australian Journal of Learning Difficulties,0.9,1.8,N/A,0.8,0.7
HISTORY OF THE HUMAN SCIENCES,0.9,1.0,Q2,0.8,0.2
ISSUES IN LAW & MEDICINE,0.9,0.7,Q4,0.9,<0.1
JOURNAL OF APPROXIMATION THEORY,0.9,0.9,Q2,0.8,0.3
Journal of International Criminal Justice,0.9,0.9,Q3,0.7,0.2
Miskolc Mathematical Notes,0.9,1.0,Q2,0.9,0.2
COMMENTARII MATHEMATICI HELVETICI,0.9,1.1,Q2,0.9,0.2
BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,0.9,1.0,Q2,0.9,0.2
Economic Anthropology,0.9,1.5,Q2,0.8,0.8
Journal for Cultural Research,0.9,0.7,N/A,0.9,0.1
Frontiers of Mathematics in China,0.9,0.9,Q2,0.9,0.3
Journal of Semantics,0.9,1.5,Q3,0.8,0.4
China Report,0.9,0.9,N/A,0.9,0.2
Journal of Ethics,0.9,,N/A,0.9,0.2
Journal of International Humanitarian Legal Studies,0.9,0.8,N/A,0.8,<0.1
EVALUATION REVIEW,0.9,2.1,Q3,0.8,0.9
JOURNAL OF ALGEBRA,0.9,0.9,Q2,0.7,0.3
JOURNAL OF FIELD ORNITHOLOGY,0.9,1.2,Q2,0.9,0.4
Applicable Analysis and Discrete Mathematics,0.9,1.2,N/A,0.8,0.3
Bulletin of Latin American Research,0.9,0.8,Q3,0.8,0.3
South African Journal on Human Rights,0.9,0.9,Q3,0.2,0.1
JOURNAL OF MATERIAL CULTURE,0.9,1.2,Q2,0.9,0.1
LATIN AMERICAN ANTIQUITY,0.9,1.0,Q3,0.9,0.2
Languages,0.9,,N/A,0.7,0.4
MONATSHEFTE FUR MATHEMATIK,0.9,0.9,Q2,0.8,0.2
Journal of International Trade Law and Policy,0.9,0.7,N/A,0.8,0.2
MICHIGAN MATHEMATICAL JOURNAL,0.9,0.9,Q2,0.8,0.4
SOJOURN-Journal of Social Issues in Southeast Asia,0.9,1.0,N/A,0.8,0.2
Translation and Interpreting Studies,0.9,0.8,Q3,0.9,0.1
JOURNAL OF GRAPH THEORY,0.9,1.0,Q2,0.7,0.3
Recerca-Revista de Pensament & Analisi,0.9,0.8,N/A,0.9,0.3
ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,0.9,0.9,Q2,0.9,
ERGODIC THEORY AND DYNAMICAL SYSTEMS,0.9,1.0,N/A,0.8,0.3
Studies in History and Philosophy of Science Part C-Studies in History and Philosophy of Biological and Biomedical Sciences,0.9,1.1,Q2,0.9,
ACTA MATHEMATICA HUNGARICA,0.9,0.7,Q3,0.8,0.2
Contemporary Southeast Asia,0.9,1.4,N/A,0.9,0.3
Global Responsibility to Protect,0.9,,N/A,0.5,0.4
Andean Geology,0.9,1.5,Q3,0.9,0.3
Foundations of Chemistry,0.9,0.8,Q2,0.7,0.3
ORNIS FENNICA,0.9,0.8,Q3,0.9,
JOURNAL OF LATINOS AND EDUCATION,0.9,1.4,N/A,0.8,0.2
Foundations of Science,0.9,1.0,Q2,0.8,0.3
Journal of Combinatorial Algebra,0.9,1.6,Q1,0.9,<0.1
ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,0.9,1.2,Q1,0.8,1.3
Complex Variables and Elliptic Equations,0.9,0.8,Q3,0.8,0.2
Journal of Moral Philosophy,0.9,0.9,Q4,0.8,0.5
JOURNAL OF COMPUTATIONAL MATHEMATICS,0.9,0.9,N/A,0.9,0.8
PHONETICA,0.9,0.9,Q3,0.9,<0.1
Comparative Southeast European Studies,0.9,0.9,N/A,0.6,0.1
COMPUTERS IN THE SCHOOLS,0.9,2.0,N/A,0.8,0.2
Documenta Mathematica,0.9,0.9,Q2,0.8,0.3
Settler Colonial Studies,0.9,1.6,N/A,0.8,0.3
South American Journal of Herpetology,0.9,1.4,Q2,0.9,0.2
English Teaching-Practice and Critique,0.9,0.9,Q3,0.8,0.2
NOTES,0.9,0.7,N/A,0.7,0.2
Communications Faculty of Sciences University of Ankara-Series A1 Mathematics and Statistics,0.9,0.8,N/A,0.9,0.2
Longitudinal and Life Course Studies,0.9,1.4,Q3,0.8,1.2
NOMADIC PEOPLES,0.9,0.9,N/A,0.8,0.3
Twin Research and Human Genetics,0.9,2.0,Q4,0.8,0.2
REVUE DE MICROPALEONTOLOGIE,0.9,,N/A,0.9,0.7
Journal of Communication Inquiry,0.9,1.1,N/A,0.8,0.3
Journal of International and Comparative Education,0.9,1.1,N/A,0.8,<0.1
Journal of Statistical Planning and Inference,0.9,1.0,Q3,0.8,0.3
SOUTH AFRICAN ARCHAEOLOGICAL BULLETIN,0.9,1.0,N/A,0.6,0.2
ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,0.9,0.9,Q3,0.8,<0.1
CANADIAN JOURNAL OF CRIMINOLOGY AND CRIMINAL JUSTICE,0.9,1.3,Q4,0.6,0.4
CONTINUITY AND CHANGE,0.9,0.9,Q4,0.9,0.1
OCEANIC LINGUISTICS,0.9,0.9,N/A,0.5,0.4
ZOOLOGICAL SCIENCE,0.9,1.0,Q3,0.8,0.5
Annals of Cardiac Anaesthesia,0.9,2.0,N/A,0.9,0.3
HERPETOZOA,0.9,0.9,Q3,0.8,0.1
Journal of Information Policy,0.9,1.9,N/A,0.9,
Profile-Issues in Teachers Professional Development,0.9,1.2,N/A,0.7,0.2
Zootaxa,0.9,0.9,Q3,0.6,0.3
Annales Universitatis Paedagogicae Cracoviensis-Studia Mathematica,0.9,0.8,N/A,0.8,0.1
COMBINATORICS PROBABILITY & COMPUTING,0.9,1.0,Q2,0.8,0.4
Ethics and Education,0.9,1.0,N/A,0.8,0.1
Eurasian Journal of Educational Research,0.9,1.0,N/A,0.8,0.5
Journal of Physical Education Recreation and Dance,0.9,1.2,N/A,0.8,0.2
SCIENCE & SOCIETY,0.9,0.9,Q4,0.6,0.1
American Journal of Play,0.9,0.9,N/A,0.9,0.2
CANADIAN ENTOMOLOGIST,0.9,0.9,Q3,0.8,0.3
Categories and General Algebraic Structures with Applications,0.9,0.6,N/A,0.8,0.1
Chinese Journal of Dental Research,0.9,1.6,N/A,0.9,0.2
Educational Studies-AESA,0.9,1.4,N/A,0.8,0.3
FUSION SCIENCE AND TECHNOLOGY,0.9,0.9,Q4,0.8,0.3
Journal of Family Social Work,0.9,1.3,N/A,0.9,<0.1
Computational and Mathematical Methods,0.9,1.0,N/A,0.8,0.3
Journal for Nurses in Professional Development,0.9,1.1,N/A,0.9,
JOURNAL OF ADOLESCENT & ADULT LITERACY,0.9,1.1,Q4,0.8,0.1
Families In Society-The Journal of Contemporary Social Services,0.9,1.3,Q4,0.9,0.1
HNO,0.9,1.1,Q4,0.6,0.2
Journal of Law Finance and Accounting,0.9,2.0,N/A,0.9,<0.1
Journal of the South African Veterinary Association,0.9,1.4,Q3,0.9,0.1
NEW ZEALAND JOURNAL OF EDUCATIONAL STUDIES,0.9,0.9,N/A,0.8,0.4
JOURNAL OF ETHOLOGY,0.9,1.2,Q3,0.8,0.2
Journal of Noncommutative Geometry,0.9,0.9,N/A,0.8,0.3
ACTA VETERINARIA HUNGARICA,0.9,1.1,Q3,0.9,0.2
Asian Politics & Policy,0.9,0.9,N/A,0.9,0.3
English in Education,0.9,0.9,Q4,0.8,0.2
International Journal of Assessment Tools in Education,0.9,1.0,N/A,0.8,0.2
Preventing School Failure,0.9,1.2,N/A,0.8,0.2
Revista Eureka sobre Ensenanza y Divulgacion de las Ciencias,0.9,0.9,N/A,0.6,0.3
ANATOMIA HISTOLOGIA EMBRYOLOGIA,0.9,1.0,Q3,0.8,0.2
COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,0.9,1.0,Q3,0.8,0.4
EQUINE VETERINARY EDUCATION,0.9,0.9,Q3,0.7,0.3
Journal of Vocational Rehabilitation,0.9,1.2,N/A,0.6,0.3
METHODOLOGY AND COMPUTING IN APPLIED PROBABILITY,0.9,0.9,Q4,0.9,0.4
Random Matrices-Theory and Applications,0.9,0.8,Q4,0.8,0.3
Somatechnics,0.9,0.8,N/A,0.9,<0.1
STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,0.9,0.8,Q4,0.8,0.2
International Journal of Mathematical Education in Science and Technology,0.9,0.9,N/A,0.8,0.2
JOURNAL OF ECONOMIC EDUCATION,0.9,0.9,Q4,0.8,0.2
Journal of Forest Economics,0.9,1.8,Q3,0.9,0.8
RADICAL PHILOSOPHY,0.9,1.6,Q3,0.8,0.6
ANTHROPOLOGICAL QUARTERLY,0.9,1.0,Q3,0.8,0.1
Chinese Journal of Sociology,0.9,,N/A,0.9,0.2
Comparative Exercise Physiology,0.9,0.9,N/A,0.8,0.3
International Journal of Emergency Services,0.9,1.0,N/A,0.8,0.6
JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS,0.9,0.7,Q4,0.8,0.2
Journal of Dynamical Systems and Geometric Theories,0.9,0.7,N/A,0.9,<0.1
ACTA CRYSTALLOGRAPHICA SECTION E-STRUCTURE REPORTS ONLINE,0.9,0.6,N/A,0.6,0.4
Current Ophthalmology Reports,0.9,,N/A,0.9,<0.1
Dialogic Pedagogy,0.9,1.1,N/A,0.6,0.3
ENTOMOLOGICAL SCIENCE,0.9,1.2,Q3,0.8,0.2
Geographia Polonica,0.9,1.3,N/A,0.9,0.1
International Journal of Knowledge and Learning,0.9,0.8,N/A,0.6,0.4
Journal fur Mathematik-Didaktik,0.9,0.9,N/A,0.7,0.7
Populism,0.9,1.4,N/A,0.9,0.1
Social Identities,0.9,1.1,N/A,0.9,0.1
Communication Disorders Quarterly,0.9,1.2,Q4,0.9,0.2
INTERNATIONAL JOURNAL OF ODONATOLOGY,0.9,0.7,Q4,0.9,
JOURNAL OF CRANIOFACIAL SURGERY,0.9,1.1,Q4,0.8,0.2
Metaphor and the Social World,0.9,0.9,N/A,0.8,0.1
Politics Philosophy & Economics,0.9,1.1,Q3,0.9,0.3
Stochastics-An International Journal of Probability and Stochastic Processes,0.9,1.0,Q3,0.9,0.3
Zoologia,0.9,1.1,Q3,0.9,0.3
AJP Reports,0.9,1.1,N/A,0.9,0.1
ASIAN JOURNAL OF WOMENS STUDIES,0.9,0.9,Q4,0.8,0.2
Geografie,0.9,0.9,Q4,0.8,0.4
Journal of Asian Security and International Affairs,0.9,0.8,N/A,0.9,0.1
RICYDE-Revista Internacional de Ciencias del Deporte,0.9,1.2,N/A,0.9,0.2
INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES,0.9,1.1,Q4,0.8,0.4
Journal of Digital Media & Policy,0.9,1.1,N/A,0.9,0.7
Journal of Maxillofacial & Oral Surgery,0.9,1.3,N/A,0.9,0.1
JOURNAL OF TIME SERIES ANALYSIS,0.9,1.6,Q2,0.9,0.2
OCCUPATIONAL THERAPY IN HEALTH CARE,0.9,1.2,N/A,0.9,0.1
Revista da Escola de Enfermagem da USP,0.9,1.3,Q4,0.8,0.2
TROPICAL ZOOLOGY,0.9,0.6,Q4,0.9,<0.1
Tuning Journal for Higher Education,0.9,0.7,N/A,0.8,0.3
ANZIAM JOURNAL,0.9,0.7,Q4,0.8,0.5
Global Change Peace & Security,0.9,1.1,N/A,0.9,0.5
Journal of Applied Analysis,0.9,0.7,N/A,0.9,0.1
Journal of Comparative Politics,0.9,0.7,N/A,0.4,0.2
Pegem Egitim ve Ogretim Dergisi,0.9,0.7,N/A,0.7,0.2
Physical Activity Review,0.9,0.8,N/A,0.8,0.4
South African Journal of Childhood Education,0.9,0.8,N/A,0.8,0.1
Turkish Journal of Emergency Medicine,0.9,4.5,N/A,0.9,0.2
ZEITSCHRIFT FUR ENTWICKLUNGSPSYCHOLOGIE UND PADAGOGISCHE PSYCHOLOGIE,0.9,0.8,Q4,0.9,1.0
International Journal of Surgery Protocols,0.9,0.8,N/A,0.9,<0.1
MACROECONOMIC DYNAMICS,0.9,1.1,Q4,0.8,0.4
PALEONTOLOGICAL RESEARCH,0.9,0.8,Q4,0.9,0.5
QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,0.9,1.0,Q3,0.8,0.2
TEACHING OF PSYCHOLOGY,0.9,1.7,Q3,0.7,0.3
ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE,0.9,1.0,Q4,0.9,0.1
Advances in Mathematics of Communications,0.9,0.8,Q4,0.7,0.1
AORN JOURNAL,0.9,1.1,Q4,0.8,0.3
COMMUNIST AND POST-COMMUNIST STUDIES,0.9,1.0,Q4,0.9,1.0
Computational Management Science,0.9,1.3,N/A,0.8,0.3
FOREST PRODUCTS JOURNAL,0.9,1.0,Q3,0.8,0.4
